799889	1					
806101	1					
806126	1					
806166	1					
806413	1					
806771	1					
807097	1					
807710	1					
807821	1					
808228	1					
904496	1					
915798	1					
917220	1					
918019	1					
1033927	1					
1088804	1					
1089363	1					
1136746	1					
1136762	1					
1137061	1					
1175017	1					
395683	1					
1200914	1					
363818	1					
509597	1					
618575	1					
794605	1					
804532	1					
805243	1					
806189	1					
806295	1					
806522	1					
807158	1					
807458	1					
807702	1					
808110	1					
808261	1					
904457	1					
919601	1					
919874	1					
947033	1					
973471	1					
996786	1					
1087507	1					
1136592	1					
1137096	1					
1180254	1					
802963	1					
803109	1					
804211	1					
804279	1					
806196	1					
806599	1					
807549	1					
808565	1					
808568	1					
919046	1					
985979	1					
1033518	1					
1033730	1					
1089035	1					
1096833	1					
1135213	1					
1136743	1					
508358	1					
542384	1					
790277	1					
793526	1					
799609	1					
802568	1					
805949	1					
805962	1					
806407	1					
806986	1					
807286	1					
808713	1					
808898	1					
918886	1					
919837	1					
920376	1					
987706	1					
1033957	1					
1087546	1					
1110223	1					
1137001	1					
1137083	1					
1290568	1					
1290569	1					
1290573	1					
1290654	1					
614928	1					
799917	1					
800719	1					
803884	1					
805015	1					
805044	1					
806149	1					
806219	1					
806255	1					
806435	1					
806581	1					
806797	1					
807512	1					
904515	1					
918782	1					
919130	1					
919205	1					
920407	1					
1030071	1					
1033942	1					
1089229	1					
1135040	1					
1135530	1					
508073	1					
542359	1					
615599	1					
796776	1					
800346	1					
802810	1					
803318	1					
804824	1					
805453	1					
805704	1					
806280	1					
806450	1					
919727	1					
919768	1					
919936	1					
939162	1					
1030097	1					
1033686	1					
1034045	1					
1047083	1					
1050878	1					
1055660	1					
1087947	1					
1089244	1					
1110887	1					
1160822	1					
1180950	1					
505445	1					
508829	1					
802338	1					
806061	1					
806282	1					
806339	1					
808553	1					
889516	1					
918778	1					
919875	1					
949745	1					
958063	1					
972741	1					
1044547	1					
1047319	1					
1086409	1					
1089020	1					
1137466	1					
515289	1					
619989	1					
799202	1					
799732	1					
799916	1					
802091	1					
802457	1					
802737	1					
803451	1					
804712	1					
805050	1					
805984	1					
808024	1					
904474	1					
916567	1					
919376	1					
1032850	1					
1033822	1					
1033904	1					
1034051	1					
1087606	1					
1088856	1					
1089255	1					
1110283	1					
1136091	1					
1136765	1					
796744	1					
802770	1					
807742	1					
903947	1					
904424	1					
918843	1					
1136758	1					
366074	1					
800063	1					
803020	1					
806400	1					
973068	1					
1085816	1					
1136727	1					
1161434	1					
509395	1					
617561	1					
642021	1					
796388	1					
803348	1					
807411	1					
888243	1					
919904	1					
920244	1					
947120	1					
973265	1					
997003	1					
1061386	1					
1087569	1					
1111106	1					
1151706	1					
288006	1					
289853	1					
645758	1					
802024	1					
802340	1					
802936	1					
808260	1					
918906	1					
919805	1					
920346	1					
947528	1					
997943	1					
1016915	1					
1052451	1					
1053334	1					
1054288	1					
1054629	1					
1062425	1					
1088870	1					
1100408	1					
1135110	1					
1175171	1					
567082	1					
567128	1					
567133	1					
796579	1					
796581	1					
796894	1					
799262	1					
802888	1					
803857	1					
805809	1					
902989	1					
919094	1					
939943	1					
1032861	1					
1085151	1					
1110938	1					
1136715	1					
1136774	1					
1137239	1					
1137513	1					
515295	1					
617551	1					
799159	1					
799471	1					
802868	1					
806624	1					
916575	1					
918010	1					
1062387	1					
1088849	1					
1137409	1					
231511	1					
615512	1					
786314	1					
803504	1					
919167	1					
1050409	1					
288988	1					
224561	1					
367100	1					
508653	1					
567198	1					
615520	1					
793807	1					
799656	1					
803372	1					
805072	1					
806178	1					
806249	1					
807206	1					
917510	1					
920277	1					
1047600	1					
1136783	1					
289970	1					
509532	1					
511899	1					
799585	1					
802177	1					
802658	1					
803351	1					
806209	1					
806228	1					
806742	1					
807123	1					
807506	1					
917678	1					
972703	1					
1044439	1					
1062533	1					
1086845	1					
1135131	1					
1175180	1					
394057	1					
421316	1					
505915	1					
515577	1					
550765	1					
800848	1					
805524	1					
805530	1					
904005	1					
917560	1					
343339	1					
918512	1					
919448	1					
920036	1					
942193	1					
997987	1					
1014730	1					
1055909	1					
1062072	1					
1134249	1					
1137529	1					
1137655	1					
615119	1					
749793	1					
754049	1					
792761	1					
805679	1					
805991	1					
806194	1					
806330	1					
806531	1					
806554	1					
806725	1					
806758	1					
807142	1					
808267	1					
917212	1					
918340	1					
919007	1					
919685	1					
920259	1					
973325	1					
984894	1					
1032952	1					
1086496	1					
1088871	1					
1121631	1					
1133509	1					
1290571	1					
225284	1					
515623	1					
568444	1					
586517	1					
638252	1					
748501	1					
754311	1					
803078	1					
806628	1					
807807	1					
808603	1					
917553	1					
918622	1					
918625	1					
918855	1					
919184	1					
919991	1					
920209	1					
920231	1					
920260	1					
948490	1					
1087553	1					
1130570	1					
1136029	1					
224466	1					
225009	1					
799688	1					
801758	1					
802030	1					
803408	1					
805455	1					
805655	1					
806313	1					
806409	1					
806748	1					
807140	1					
807463	1					
916099	1					
917810	1					
918553	1					
919608	1					
919679	1					
919688	1					
919934	1					
920266	1					
920310	1					
1034159	1					
1089250	1					
1099497	1					
1099894	1					
1137509	1					
1137565	1					
379739	1					
566185	1					
805471	1					
806281	1					
806332	1					
920015	1					
920096	1					
920348	1					
1062605	1					
1087053	1					
1136453	1					
1136593	1					
1175230	1					
1175321	1					
231467	1					
791784	1					
802197	1					
802917	1					
802985	1					
805363	1					
805469	1					
805921	1					
806122	1					
641551	1					
806144	1					
806187	1					
806342	1					
806553	1					
806558	1					
806895	1					
806985	1					
889263	1					
889361	1					
889714	1					
920035	1					
1034382	1					
1136650	1					
1223043	1					
515303	1					
803354	1					
804235	1					
804575	1					
805373	1					
805401	1					
806170	1					
806227	1					
806655	1					
806760	1					
807499	1					
807606	1					
807636	1					
907080	1					
919995	1					
920203	1					
920360	1					
948134	1					
958775	1					
1033641	1					
1089188	1					
1136728	1					
1175101	1					
801252	1					
805221	1					
805255	1					
806155	1					
806163	1					
806177	1					
806179	1					
806336	1					
806391	1					
1273391	1					
806572	1					
806615	1					
806649	1					
807155	1					
807288	1					
807511	1					
918762	1					
918827	1					
919544	1					
919885	1					
920186	1					
948143	1					
948412	1					
986919	1					
1089333	1					
1096322	1					
1136062	1					
1181785	1					
367069	1					
395491	1					
515579	1					
803211	1					
803442	1					
806040	1					
806301	1					
806483	1					
806570	1					
806753	1					
806940	1					
807299	1					
807719	1					
908036	1					
919705	1					
920283	1					
920375	1					
1089228	1					
1110901	1					
1137102	1					
1139261	1					
1175103	1					
800420	1					
805390	1					
566796	1					
806258	1					
806982	1					
807509	1					
919677	1					
948370	1					
1054334	1					
1132609	1					
1137518	1					
1181068	1					
393693	1					
618492	1					
640776	1					
796218	1					
803730	1					
805552	1					
806285	1					
806455	1					
808109	1					
904486	1					
919725	1					
1033908	1					
1034109	1					
1096696	1					
1110879	1					
363074	1					
508810	1					
515576	1					
795635	1					
805456	1					
806539	1					
807360	1					
904147	1					
919740	1					
957836	1					
1087523	1					
1088957	1					
1089271	1					
1089423	1					
1137415	1					
1180196	1					
1200942	1					
1290944	1					
460207	1					
509364	1					
641709	1					
794031	1					
802878	1					
804208	1					
805049	1					
805077	1					
805215	1					
806604	1					
808377	1					
919628	1					
919672	1					
919745	1					
919833	1					
987040	1					
997900	1					
1017057	1					
1033698	1					
1034158	1					
1053395	1					
1103145	1					
1136753	1					
1137482	1					
1175032	1					
1175178	1					
1220165	1					
616580	1					
641893	1					
792701	1					
805536	1					
806146	1					
806235	1					
807736	1					
889979	1					
906901	1					
919382	1					
987096	1					
1033736	1					
1033738	1					
1033863	1					
1053755	1					
1136202	1					
1137250	1					
1137647	1					
1161111	1					
795400	1					
803345	1					
887977	1					
916005	1					
918523	1					
1033817	1					
1085591	1					
1125572	1					
1136777	1					
508597	1					
612977	1					
801669	1					
801692	1					
802720	1					
803175	1					
918977	1					
919835	1					
1093369	1					
1098084	1					
1110338	1					
1136770	1					
790988	1					
903552	1					
919901	1					
920262	1					
920295	1					
1135092	1					
1136037	1					
289555	1					
515291	1					
799293	1					
802795	1					
803747	1					
806875	1					
807151	1					
808254	1					
911493	1					
918766	1					
918879	1					
918891	1					
919615	1					
920110	1					
920323	1					
987036	1					
987066	1					
1033145	1					
1033312	1					
1054802	1					
1095650	1					
1137314	1					
566786	1					
619946	1					
794166	1					
801604	1					
802621	1					
805249	1					
919636	1					
947108	1					
986896	1					
1125579	1					
342876	1					
466847	1					
509362	1					
544837	1					
799204	1					
808159	1					
919735	1					
1087080	1					
1087100	1					
1104758	1					
1136776	1					
394538	1					
618874	1					
805669	1					
366354	1					
394753	1					
511704	1					
800116	1					
801363	1					
802861	1					
