225868	1									
226025	1									
226047	1									
226161	1									
226198	1									
226239	1									
226348	1									
226423	1									
226705	1									
231295	1									
231732	1									
231838	1									
231903	1									
231927	1									
343751	1									
344146	1									
344227	1									
364323	1									
364456	1									
364550	1									
364551	1									
364577	1									
364965	1									
367462	1									
367638	1									
367667	1									
367668	1									
368038	1									
368377	1									
368609	1									
369012	1									
369031	1									
369424	1									
369542	1									
369582	1									
396834	1									
396916	1									
397498	1									
397609	1									
397714	1									
398118	1									
398841	1									
399269	1									
399473	1									
399519	1									
399705	1									
399784	1									
510729	1									
510872	1									
510996	1									
511001	1									
511790	1									
513035	1									
513064	1									
513095	1									
513232	1									
513568	1									
513734	1									
513822	1									
513825	1									
514046	1									
514063	1									
514102	1									
514113	1									
515900	1									
516109	1									
516239	1									
516290	1									
516355	1									
516357	1									
516418	1									
516485	1									
516489	1									
516515	1									
516578	1									
516598	1									
516682	1									
516759	1									
516946	1									
568682	1									
568780	1									
569070	1									
569428	1									
569441	1									
569926	1									
570608	1									
611585	1									
616673	1									
616905	1									
616905	1									
616914	1									
617040	1									
618256	1									
618332	1									
618336	1									
618342	1									
618417	1									
619728	1									
619804	1									
619918	1									
619922	1									
619943	1									
619952	1									
643208	1									
643440	1									
643908	1									
645516	1									
756599	1									
756605	1									
757899	1									
759187	1									
759222	1									
759686	1									
800440	1									
802617	1									
802830	1									
803793	1									
804051	1									
804535	1									
804599	1									
805770	1									
805853	1									
805968	1									
806674	1									
807040	1									
807104	1									
807385	1									
807626	1									
807949	1									
808277	1									
808379	1									
808683	1									
809089	1									
809177	1									
809380	1									
809385	1									
809555	1									
809560	1									
809586	1									
809752	1									
809822	1									
809940	1									
809962	1									
810034	1									
810096	1									
810187	1									
810361	1									
810367	1									
810469	1									
810500	1									
810517	1									
810672	1									
810678	1									
810694	1									
810727	1									
810759	1									
810782	1									
810798	1									
810799	1									
810800	1									
810802	1									
810818	1									
810822	1									
810832	2									
810849	1									
810859	1									
810953	1									
811042	1									
811144	1									
811313	1									
811388	1									
811424	1									
811443	1									
811462	1									
811546	1									
811573	1									
811847	1									
811925	1									
811963	1									
811981	1									
812008	1									
812045	1									
812078	1									
812089	1									
812143	1									
812230	1									
812238	1									
812259	1									
812323	1									
812356	1									
812370	1									
812389	1									
812415	1									
812456	1									
812486	1									
812512	1									
812520	1									
812525	1									
812567	1									
812627	1									
812632	1									
812655	1									
812687	1									
812688	1									
812690	1									
812715	1									
812718	1									
812738	1									
812763	1									
812776	1									
812796	1									
812801	1									
812806	1									
812814	1									
812822	1									
812854	1									
812928	1									
812996	1									
813028	1									
813066	1									
813073	1									
813158	1									
813199	1									
813228	1									
813241	1									
813245	1									
813275	1									
813301	1									
813359	1									
813370	1									
813384	1									
813398	1									
813444	1									
813504	1									
813564	1									
813596	1									
813612	1									
813614	1									
813692	1									
813718	1									
813744	1									
813764	1									
813790	1									
813813	1									
813849	1									
813858	1									
813862	1									
813867	1									
813871	1									
813901	1									
813939	1									
813955	1									
813980	1									
813985	1									
813997	1									
814019	1									
814027	1									
814036	1									
814040	1									
814162	1									
814188	1									
814250	1									
814292	1									
814342	1									
814390	1									
814437	1									
814447	1									
814490	1									
814491	1									
814499	1									
814512	1									
814518	1									
814544	1									
814556	1									
814557	1									
814559	1									
814563	1									
814564	1									
814572	1									
814574	1									
814587	1									
814642	1									
814757	1									
814771	1									
814814	1									
814832	1									
814895	1									
814927	1									
814934	1									
814969	1									
815026	1									
815054	1									
815066	1									
815095	1									
815148	1									
815260	1									
815286	1									
815298	1									
815326	1									
815368	1									
815383	1									
815402	1									
815418	1									
815422	1									
815444	1									
815458	1									
815461	1									
815491	1									
815494	1									
815500	1									
815504	1									
815523	1									
815570	1									
815578	1									
815596	1									
815599	1									
815606	1									
815639	1									
815640	1									
815652	1									
815665	1									
815669	1									
815699	1									
815716	1									
815720	1									
815728	1									
815731	1									
815768	1									
815775	1									
815838	1									
815849	1									
815852	1									
815861	1									
815878	1									
815894	1									
815919	1									
815953	1									
815987	1									
816045	1									
816083	1									
816103	1									
816105	1									
816115	1									
816124	1									
816127	1									
816169	1									
816195	1									
816212	1									
816214	1									
816215	1									
816216	1									
816219	1									
816228	1									
816244	1									
816251	1									
816253	1									
816254	1									
816260	1									
816263	1									
816267	1									
816270	1									
816274	1									
816277	1									
816294	1									
816300	1									
816306	1									
816337	1									
816338	1									
816343	1									
816361	1									
816378	1									
816387	1									
816394	1									
816432	1									
816434	1									
816440	1									
816449	1									
816451	1									
816458	1									
816462	1									
816488	1									
816489	1									
816493	1									
816506	1									
816511	1									
816517	1									
816522	1									
816523	1									
816525	1									
816539	1									
816549	1									
816550	1									
816569	1									
816581	1									
816587	1									
816592	1									
816616	1									
816632	1									
816656	1									
816658	1									
816672	1									
816682	1									
816683	1									
816699	1									
816704	1									
816711	1									
816719	1									
816725	1									
816744	1									
816748	1									
816763	1									
816778	1									
816781	1									
816782	1									
816797	1									
816812	1									
816832	1									
816835	1									
816854	1									
816857	1									
816870	1									
816871	1									
816872	1									
816885	1									
816909	1									
816910	1									
816919	1									
816922	1									
816931	1									
816932	1									
816948	1									
816951	1									
816952	1									
816958	1									
816960	1									
816963	1									
816979	1									
816983	1									
816987	1									
817011	1									
817013	1									
817029	1									
817038	1									
817039	1									
817042	1									
817048	1									
817056	1									
817062	1									
817100	1									
817107	1									
817109	1									
817111	1									
817114	1									
817121	1									
817139	1									
817140	1									
817143	1									
817147	1									
817148	1									
817151	1									
817159	1									
817165	1									
817172	1									
817174	1									
817177	1									
817181	1									
817183	1									
817196	1									
817197	1									
817201	1									
817214	1									
817222	1									
817223	1									
817236	1									
817248	1									
817249	1									
817253	1									
817254	1									
817271	1									
817276	1									
817278	1									
817296	1									
817304	1									
817310	1									
817324	1									
817336	1									
817338	1									
817341	1									
817345	1									
817348	1									
817349	1									
817351	1									
817359	1									
817370	1									
817376	1									
817382	1									
817394	1									
817395	1									
817399	1									
817402	1									
817409	1									
817436	1									
817441	1									
817458	1									
817464	1									
817467	1									
817468	1									
817473	1									
817476	1									
817489	1									
817496	1									
817500	1									
817503	1									
817511	1									
817522	1									
817546	1									
817550	1									
817554	1									
817568	1									
817571	1									
817575	1									
817579	1									
817581	1									
817585	1									
817592	1									
817600	1									
817616	1									
817620	1									
817621	1									
817629	1									
817632	1									
817658	1									
817660	1									
817664	1									
817665	1									
817669	1									
817672	1									
817674	1									
817677	1									
817680	1									
817682	1									
817685	1									
817688	1									
817691	1									
817695	1									
817701	1									
817708	1									
817709	1									
817717	1									
817727	1									
817729	1									
817741	1									
817745	1									
817749	1									
817755	1									
817756	1									
817768	1									
