001	1			
002	1			
003	1			
004	1			
005	1			
006	1			
007	1			
008	1			
009	1			
010	1			
011	1			
012	1			
013	1			
014	1			
015	1			
016	1			
017	1			
018	1			
019	1			
020	1			
021	1			
022	1			
023	1			
024	1			
040	1			
041	1			
042	1			
043	1			
044	1			
045	1			
046	1			
047	1			
048	1			
049	1			
050	1			
051	1			
052	1			
053	1			
054	1			
055	1			
056	1			
057	1			
058	1			
059	1			
060	1			
061	1			
062	1			
063	1			
064	1			
065	1			
066	1			
067	1			
068	1			
069	1			
070	1			
071	1			
072	1			
073	1			
074	1			
075	1			
076	1			
077	1			
078	1			
079	1			
080	1			
081	1			
082	1			
083	1			
084	1			
085	1			
086	1			
087	1			
088	1			
089	1			
090	1			
091	1			
092	1			
093	1			
094	1			
095	1			
096	1			
097	1			
098	1			
099	1			
100	1			
101	1			
102	1			
103	1			
104	1			
105	1			
106	1			
107	1			
108	1			
109	1			
110	1			
111	1			
112	1			
113	1			
114	1			
115	1			
116	1			
117	1			
118	1			
119	1			
120	1			
121	1			
122	1			
123	1			
124	1			
125	1			
126	1			
127	1			
128	1			
129	1			
130	1			
131	1			
132	1			
133	1			
134	1			
135	1			
136	1			
137	1			
138	1			
139	1			
140	1			
141	1			
142	1			
143	1			
144	1			
145	1			
146	1			
147	1			
148	1			
149	1			
150	1			
151	1			
152	1			
153	1			
154	1			
155	1			
156	1			
157	1			
158	1			
159	1			
160	1			
161	1			
162	1			
163	1			
164	1			
165	1			
166	1			
167	1			
168	1			
169	1			
170	1			
171	1			
172	1			
173	1			
174	1			
175	1			
176	1			
177	1			
178	1			
179	1			
180	1			
181	1			
182	1			
183	1			
184	1			
185	1			
186	1			
187	1			
188	1			
189	1			
190	1			
191	1			
192	1			
193	1			
194	1			
195	1			
196	1			
197	1			
198	1			
199	1			
200	1			
201	1			
202	1			
203	1			
204	1			
205	1			
206	1			
207	1			
208	1			
209	1			
210	1			
211	1			
212	1			
213	1			
214	1			
215	1			
216	1			
217	1			
249	1			
250	1			
251	1			
252	1			
253	1			
137795	1			
143365	1			
185701	1			
223798	1			
224466	1			
225418	1			
231126	1			
262683	1			
286682	1			
367645	1			
398815	1			
399519	1			
500962	1			
506206	1			
508152	1			
509494	1			
511155	1			
511483	1			
513383	1			
513792	1			
515025	1			
515658	1			
516201	1			
541818	1			
550951	1			
568331	1			
580262	1			
581785	1			
588838	1			
590356	1			
595980	1			
598866	1			
610360	1			
612521	1			
612667	1			
614889	1			
617060	1			
619032	1			
638090	1			
641551	1			
642455	1			
644564	1			
645339	1			
669334	1			
758910	1			
773098	1			
777013	1			
791328	1			
796624	1			
796667	1			
799127	1			
799629	1			
800165	1			
801116	1			
802582	1			
803751	1			
804094	1			
805014	1			
806367	1			
807606	1			
807926	1			
808317	1			
808805	1			
809121	1			
809346	1			
809468	1			
809971	1			
810168	1			
810267	1			
810355	1			
810678	1			
810977	1			
811041	1			
811085	1			
811484	1			
811507	1			
811536	1			
811747	1			
811885	1			
811909	1			
812201	1			
812234	1			
812418	1			
812899	1			
812932	1			
813018	1			
813097	1			
813109	1			
813120	1			
813132	1			
813225	1			
813229	1			
813264	1			
813274	1			
813364	1			
813366	1			
813423	1			
813431	1			
813499	1			
813512	1			
813512	1			
813671	1			
813780	1			
813886	1			
813920	1			
813984	1			
814088	1			
814093	1			
814109	1			
814160	1			
814207	1			
814343	1			
814427	1			
814511	1			
814655	1			
814813	1			
814913	1			
815081	1			
815095	1			
815132	1			
815147	1			
815219	1			
815234	1			
815258	1			
815263	1			
815302	1			
815323	1			
815327	1			
815362	1			
815428	1			
815430	1			
815439	1			
815444	1			
815477	1			
815494	1			
815510	1			
815566	1			
815639	1			
815642	1			
815649	1			
815709	1			
815714	1			
815819	1			
815857	1			
815886	1			
815980	1			
816044	1			
816079	1			
816152	1			
816662	1			
816678	1			
816696	1			
816698	1			
816720	1			
816737	1			
816753	1			
816971	1			
817287	1			
817337	1			
817441	1			
817579	1			
817579	1			
817772	1			
904877	1			
908310	1			
908627	1			
917713	1			
927533	1			
940680	1			
958909	1			
960153	1			
987227	1			
999096	1			
999131	1			
999261	1			
1013955	1			
1020362	1			
1030018	1			
1032784	1			
1033844	1			
1034161	1			
1034698	1			
1034719	1			
1034822	1			
1034844	1			
1034887	1			
1034907	1			
1034922	1			
1035042	1			
1036106	1			
1036114	1			
1036119	1			
1036125	1			
1036196	1			
1036198	1			
1039000	1			
1039058	1			
1039255	1			
1039680	1			
1044884	1			
1045994	1			
1049815	1			
1077826	1			
1088574	1			
1088777	1			
1089777	1			
1089901	1			
1089908	1			
1094859	1			
1103032	1			
1111909	1			
1112101	1			
1112153	1			
1112515	1			
1112537	1			
1112545	1			
1129123	1			
1132254	1			
1133138	1			
1133497	1			
1135236	1			
1135999	1			
1137717	1			
1137717	1			
1137761	1			
1137774	1			
1137860	1			
1137891	1			
1138042	1			
1138413	1			
1138933	1			
1138948	1			
1138983	1			
1139056	1			
1139225	1			
1139234	1			
1139276	1			
1139474	1			
1139488	1			
1139592	1			
1139629	1			
1139649	1			
1139706	1			
1139722	1			
1139754	1			
1139953	1			
1139974	1			
1150168	1			
1152333	1			
1152343	1			
1152496	1			
1164184	1			
1164226	1			
1171037	1			
1171037	1			
1171244	1			
1171639	1			
1171881	1			
1175254	1			
1175322	1			
1175539	1			
1175594	1			
1175635	1			
1175739	1			
1175811	1			
1175903	1			
1175907	1			
1175932	1			
1175937	1			
1175957	1			
1176006	1			
1181852	1			
1185409	1			
1185423	1			
1185661	1			
1185687	1			
1186370	1			
1186531	1			
1190984	1			
1191219	1			
1192497	1			
1195004	1			
1195112	1			
1195224	1			
1195725	1			
1195746	1			
1195748	1			
1195776	1			
1195794	1			
1195796	1			
1195864	1			
1195909	1			
1195954	1			
1196042	1			
1196140	1			
1196145	1			
1196158	1			
1196263	1			
1196273	1			
1202503	1			
1212727	1			
1220769	1			
1221936	1			
1222416	1			
1225045	1			
1231462	1			
1232691	1			
1243567	1			
1280131	1			
1280150	1			
1280193	1			
1280228	1			
1280244	1			
1280305	1			
1280311	1			
1280317	1			
1280346	1			
1280362	1			
1280403	1			
1280440	1			
1280560	1			
1280649	1			
1280853	1			
1281382	1			
1290387	1			
1304433	1			
1311266	1			
1325787	1			
1326644	1			
1326830	1			
1339077	1			
1344309	1			
1362077	1			
1380583	1			
1380688	1			
1398230	1			
1443218	1			
1450060	1			
1469197	1			
1470131	1			
1470141	1			
1485359	1			
1497537	1			
1503334	1			
1550034	1			
1550126	1			
1560757	1			
1670671	1			
3020319	1			
3022006	1			
1033931	1			
1086363	1			
1098064	1			
1139938	1			
115735	1			
1159798	1			
1193136	1			
1196352	1			
1307082	1			
130928	1			
1311346	1			
1313219	1			
1373253	1			
138031	1			
1410805	1			
1419333	1			
1432807	1			
1460238	1			
1467720	1			
1470154	1			
1470168	1			
1499350	1			
1511386	1			
1670757	1			
2705135	1			
3016120	1			
3018503	1			
507850	1			
521298	1			
562595	1			
567540	1			
578484	1			
605260	1			
615572	1			
616107	1			
641727	1			
753703	1			
784695	1			
785801	1			
803837	1			
813431	1			
815065	1			
815132	1			
815386	1			
815395	1			
815616	1			
815716	1			
815996	1			
816076	1			
816269	1			
816272	1			
816366	1			
816430	1			
816468	1			
816852	1			
817177	1			
817961	1			
919834	1			
940680	1			
997352	1			
999048	1			
