637918	1			
641146	1			
800512	1			
1032241	1			
1032304	1			
796961	1			
801620	1			
917318	1			
919007	1			
919202	1			
986919	1			
997544	1			
1135484	1			
364161	1			
515248	1			
619723	1			
793273	1			
800005	1			
801790	1			
802205	1			
802666	1			
802772	1			
888508	1			
916038	1			
919453	1			
1043416	1			
1087052	1			
1088950	1			
1175098	1			
224735	1			
797748	1			
799099	1			
799158	1			
799418	1			
799468	1			
801145	1			
801187	1			
906750	1			
947528	1			
379545	1			
618566	1			
801071	1			
917890	1			
918630	1			
973037	1			
1086427	1			
1086841	1			
1111223	1			
421319	1			
506533	1			
515246	1			
613811	1			
799950	1			
802646	1			
802889	1			
803102	1			
803507	1			
803846	1			
803939	1			
804720	1			
805151	1			
805426	1			
917553	1			
918998	1			
919158	1			
919366	1			
1221299	1			
566360	1			
613289	1			
804198	1			
805429	1			
904835	1			
997321	1			
1135352	1			
225139	1			
567326	1			
618691	1			
799311	1			
799381	1			
802899	1			
804565	1			
919385	1			
996952	1			
1123285	1			
1137645	1			
515253	1			
613391	1			
799523	1			
802835	1			
802898	1			
803701	1			
940056	1			
1033118	1			
1110359	1			
1134086	1			
1136062	1			
231242	1			
610001	1			
618939	1			
619411	1			
789757	1			
797229	1			
799251	1			
799508	1			
801404	1			
903020	1			
918384	1			
269197	1			
510414	1			
598855	1			
788676	1			
796991	1			
799334	1			
800398	1			
800451	1			
915645	1			
918484	1			
918972	1			
1040595	1			
619075	1			
791846	1			
796828	1			
799283	1			
800848	1			
805563	1			
940703	1			
1055909	1			
805597	1			
805596	1			
804984	1			
805564	1			
805354	1			
805600	1			
805608	1			
804318	1			
805560	1			
805299	1			
805296	1			
1136287	1			
515343	1			
799822	1			
				
				
				
				
				
				
				
