1671680	1	
1671720	1	
1671735	1	
1671766	1	
1671870	1	
1671875	1	
1671888	1	
1671898	1	
1671899	1	
1671904	1	
1671994	1	
1672039	1	
1672048	1	
1672083	1	
1672099	1	
1672102	1	
1672111	2	
1672194	1	
1672340	2	
1672492	1	
1672620	1	
1672652	1	
1672720	1	
1672773	1	
1672821	1	
1672825	1	
1672826	1	
1672827	1	
1673095	1	
1671764	1	
1671771	1	
1671878	1	
1671891	1	
1671892	1	
1671893	1	
1671953	1	
1672004	1	
1672106	1	
1672107	1	
1672110	1	
1672173	1	
1672618	1	
1672661	1	
1672739	1	
1672912	1	
1672915	1	
1672918	1	
1673108	1	
1673250	1	
1671704	1	
1671714	1	
1671768	1	
1671777	1	
1671779	1	
1672034	1	
1672087	1	
1672199	1	
1672220	1	
1672364	2	
1672423	1	
1672424	1	
1672509	1	
1672641	1	
1672820	1	
1673021	1	
1671740	1	
1671747	1	
1671877	1	
1671887	1	
1671905	1	
1671964	1	
1671967	1	
1671986	1	
1672017	1	
1672040	1	
1672055	1	
1672066	1	
1672114	1	
1672272	1	
1672511	1	
1672565	1	
1672700	1	
1671186	1	
1671453	1	
1671673	1	
1671689	1	
1671715	1	
1671757	1	
1671774	1	
1672105	1	
1672119	1	
1672126	1	
1672734	1	
1673125	1	
1671721	1	
1671756	1	
1671767	1	
1671886	1	
1671889	1	
1671895	1	
1671958	1	
1672071	1	
1672132	1	
1672212	1	
1672828	1	
1672859	1	
1673088	1	
1673124	1	
1673154	1	
1671190	1	
1671503	1	
1671669	1	
1671679	1	
1671741	1	
1671769	1	
1671880	1	
1671883	1	
1672079	1	
1672445	1	
1672651	1	
1672682	1	
1672979	1	
1673020	1	
1673040	1	
1673103	1	
1673203	2	
1671758	1	
1672281	1	
1672575	1	
1673098	1	
1673145	1	
1673207	1	
		
		
